Date,Market,Code,Name,Variety,High,Mid,Low,Avg,Volume
114/11/25,一市,FV91,辣椒,進口,63.9,630,65.0,64.8,60.0
114/11/25,一市,FV91,辣椒,進口紅小,63.9,630,65.0,64.8,60.0
114/11/25,一市,FV94,辣椒,進口,70.0,420,70.0,70.0,70.0
114/11/25,一市,FV94,辣椒,進口朝天椒,70.0,420,70.0,70.0,70.0
114/11/25,二市,FV0,辣椒,其他,69.0,74,92.2,68.6,47.0
114/11/25,二市,FV1,辣椒,紅小,79.9,392,124.2,78.9,38.8
114/11/25,二市,FV2,辣椒,青小,62.7,82,95.0,66.4,19.3
114/11/25,二市,FV4,辣椒,朝天椒,78.3,"1,228",98.3,79.4,54.8
114/11/25,二市,FV6,辣椒,糯米椒,89.9,458,123.9,91.2,52.1
114/11/25,二市,FV91,辣椒,進口,60.0,140,60.0,60.0,60.0
114/11/25,二市,FV91,辣椒,進口紅小,60.0,140,60.0,60.0,60.0
114/11/25,二市,FV94,辣椒,進口,70.0,280,70.0,70.0,70.0
114/11/25,二市,FV94,辣椒,進口朝天椒,70.0,280,70.0,70.0,70.0
114/11/23,一市,FV0,辣椒,其他,124.8,69,214.1,110.5,78.3
114/11/23,一市,FV1,辣椒,紅小,94.3,913,152.5,86.5,59.8
114/11/23,一市,FV2,辣椒,青小,35.8,588,69.8,32.0,13.3
114/11/23,一市,FV4,辣椒,朝天椒,89.4,"1,361",105.4,88.4,76.2
114/11/23,一市,FV6,辣椒,糯米椒,117.3,681,155.1,118.1,77.2
114/11/23,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/23,一市,FV91,辣椒,進口,64.0,350,70.0,63.3,60.0
114/11/23,一市,FV91,辣椒,進口紅小,64.0,350,70.0,63.3,60.0
114/11/23,一市,FV94,辣椒,進口,70.0,840,70.0,70.0,70.0
114/11/23,一市,FV94,辣椒,進口朝天椒,70.0,840,70.0,70.0,70.0
114/11/23,二市,FV0,辣椒,其他,130.5,43,155.0,145.5,60.7
114/11/23,二市,FV1,辣椒,紅小,100.9,344,136.9,103.4,57.6
114/11/23,二市,FV2,辣椒,青小,47.8,106,90.0,42.9,20.3
114/11/23,二市,FV3,辣椒,雞心,100.0,1,100.0,100.0,100.0
114/11/23,二市,FV4,辣椒,朝天椒,91.9,896,110.8,93.4,68.7
114/11/23,二市,FV6,辣椒,糯米椒,98.7,355,139.6,97.8,60.6
114/11/23,二市,FV91,辣椒,進口,64.2,190,65.0,64.7,62.0
114/11/23,二市,FV91,辣椒,進口紅小,64.2,190,65.0,64.7,62.0
114/11/23,二市,FV94,辣椒,進口,73.0,210,73.0,73.0,73.0
114/11/23,二市,FV94,辣椒,進口朝天椒,73.0,210,73.0,73.0,73.0
114/11/22,一市,FV0,辣椒,其他,120.6,117,219.8,109.3,55.3
114/11/22,一市,FV1,辣椒,紅小,117.7,746,193.2,112.4,58.0
114/11/22,一市,FV2,辣椒,青小,50.6,512,70.0,53.7,21.8
114/11/22,一市,FV3,辣椒,雞心,247.9,14,312.9,261.2,142.9
114/11/22,一市,FV4,辣椒,朝天椒,93.3,"1,504",121.6,88.9,78.3
114/11/22,一市,FV5,辣椒,青龍,40.0,10,40.0,40.0,40.0
114/11/22,一市,FV6,辣椒,糯米椒,114.0,"1,219",156.4,114.8,69.2
114/11/22,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/22,一市,FV91,辣椒,進口,68.2,690,75.0,70.2,55.2
114/11/22,一市,FV91,辣椒,進口紅小,68.2,690,75.0,70.2,55.2
114/11/22,一市,FV94,辣椒,進口,68.5,350,70.0,68.5,67.0
114/11/22,一市,FV94,辣椒,進口朝天椒,68.5,350,70.0,68.5,67.0
114/11/22,二市,FV0,辣椒,其他,145.3,16,180.0,164.0,54.7
114/11/22,二市,FV1,辣椒,紅小,89.4,189,135.0,91.0,38.8
114/11/22,二市,FV2,辣椒,青小,49.2,133,101.3,38.4,29.4
114/11/22,二市,FV4,辣椒,朝天椒,99.1,752,129.2,99.6,67.3
114/11/22,二市,FV6,辣椒,糯米椒,107.7,320,137.0,106.3,82.7
114/11/22,二市,FV9,辣椒,進口,100.0,30,100.0,100.0,100.0
114/11/22,二市,FV91,辣椒,進口,59.7,140,60.0,60.0,58.5
114/11/22,二市,FV91,辣椒,進口紅小,59.7,140,60.0,60.0,58.5
114/11/22,二市,FV94,辣椒,進口,67.0,210,70.0,66.7,65.0
114/11/22,二市,FV94,辣椒,進口朝天椒,67.0,210,70.0,66.7,65.0
114/11/21,一市,FV0,辣椒,其他,121.3,131,190.1,121.1,53.1
114/11/21,一市,FV1,辣椒,紅小,133.6,772,221.9,128.7,59.9
114/11/21,一市,FV2,辣椒,青小,51.7,508,76.5,52.0,26.0
114/11/21,一市,FV3,辣椒,雞心,272.7,11,300.0,287.9,200.0
114/11/21,一市,FV4,辣椒,朝天椒,96.0,"1,216",118.2,95.3,75.8
114/11/21,一市,FV6,辣椒,糯米椒,112.2,"1,229",146.5,113.9,72.7
114/11/21,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/21,一市,FV91,辣椒,進口,53.1,260,65.0,59.7,21.5
114/11/21,一市,FV91,辣椒,進口紅小,53.1,260,65.0,59.7,21.5
114/11/21,一市,FV94,辣椒,進口,61.1,532,73.7,68.5,26.4
114/11/21,一市,FV94,辣椒,進口朝天椒,61.1,532,73.7,68.5,26.4
114/11/21,二市,FV0,辣椒,其他,161.5,13,180.0,169.2,120.0
114/11/21,二市,FV1,辣椒,紅小,105.4,230,152.8,110.4,42.9
114/11/21,二市,FV2,辣椒,青小,58.3,104,85.8,58.3,30.8
114/11/21,二市,FV4,辣椒,朝天椒,94.3,735,123.2,98.7,52.2
114/11/21,二市,FV6,辣椒,糯米椒,112.5,161,141.7,111.0,87.9
114/11/21,二市,FV9,辣椒,進口,100.0,18,100.0,100.0,100.0
114/11/21,二市,FV91,辣椒,進口,47.4,190,60.0,55.6,10.0
114/11/21,二市,FV91,辣椒,進口紅小,47.4,190,60.0,55.6,10.0
114/11/21,二市,FV94,辣椒,進口,66.2,280,70.0,66.9,60.0
114/11/21,二市,FV94,辣椒,進口朝天椒,66.2,280,70.0,66.9,60.0
114/11/20,一市,FV0,辣椒,其他,119.9,163,158.7,119.8,81.4
114/11/20,一市,FV1,辣椒,紅小,136.2,597,224.9,127.8,72.6
114/11/20,一市,FV2,辣椒,青小,57.2,588,84.4,56.4,32.4
114/11/20,一市,FV3,辣椒,雞心,300.0,6,300.0,300.0,300.0
114/11/20,一市,FV4,辣椒,朝天椒,92.5,"1,362",112.3,90.6,78.5
114/11/20,一市,FV6,辣椒,糯米椒,108.0,898,157.5,106.5,63.0
114/11/20,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/20,一市,FV91,辣椒,進口,50.9,140,52.5,51.3,48.0
114/11/20,一市,FV91,辣椒,進口紅小,50.9,140,52.5,51.3,48.0
114/11/20,一市,FV94,辣椒,進口,65.7,620,69.5,65.0,64.0
114/11/20,一市,FV94,辣椒,進口朝天椒,65.7,620,69.5,65.0,64.0
114/11/20,二市,FV0,辣椒,其他,120.0,4,120.0,120.0,120.0
114/11/20,二市,FV1,辣椒,紅小,87.8,289,140.0,88.7,32.8
114/11/20,二市,FV2,辣椒,青小,56.8,114,80.0,58.9,27.5
114/11/20,二市,FV4,辣椒,朝天椒,91.1,624,114.2,94.6,57.4
114/11/20,二市,FV6,辣椒,糯米椒,120.3,150,150.0,118.3,96.7
114/11/20,二市,FV91,辣椒,進口,47.7,170,50.0,47.9,45.0
114/11/20,二市,FV91,辣椒,進口紅小,47.7,170,50.0,47.9,45.0
114/11/20,二市,FV94,辣椒,進口,65.3,270,70.0,65.5,60.0
114/11/20,二市,FV94,辣椒,進口朝天椒,65.3,270,70.0,65.5,60.0
114/11/19,一市,FV0,辣椒,其他,104.1,148,152.2,108.1,44.3
114/11/19,一市,FV1,辣椒,紅小,124.9,661,217.8,120.5,45.5
114/11/19,一市,FV2,辣椒,青小,58.2,408,97.9,54.9,28.4
114/11/19,一市,FV3,辣椒,雞心,296.4,14,300.0,299.8,282.9
114/11/19,一市,FV4,辣椒,朝天椒,92.3,"1,320",120.0,89.4,73.7
114/11/19,一市,FV6,辣椒,糯米椒,112.2,887,153.4,115.7,60.6
114/11/19,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/19,一市,FV91,辣椒,進口,52.5,140,55.0,52.5,50.0
114/11/19,一市,FV91,辣椒,進口紅小,52.5,140,55.0,52.5,50.0
114/11/19,一市,FV94,辣椒,進口,71.1,525,75.0,71.9,65.0
114/11/19,一市,FV94,辣椒,進口朝天椒,71.1,525,75.0,71.9,65.0
114/11/19,二市,FV0,辣椒,其他,100.0,6,100.0,100.0,100.0
114/11/19,二市,FV1,辣椒,紅小,102.7,244,164.1,102.8,41.2
114/11/19,二市,FV2,辣椒,青小,108.8,40,115.0,112.9,90.0
114/11/19,二市,FV4,辣椒,朝天椒,93.9,734,115.5,96.0,66.1
114/11/19,二市,FV6,辣椒,糯米椒,107.2,328,128.8,110.2,76.9
114/11/19,二市,FV9,辣椒,進口,100.0,30,100.0,100.0,100.0
114/11/19,二市,FV91,辣椒,進口,55.0,140,55.0,55.0,55.0
114/11/19,二市,FV91,辣椒,進口紅小,55.0,140,55.0,55.0,55.0
114/11/19,二市,FV94,辣椒,進口,70.1,280,75.0,70.1,65.0
114/11/19,二市,FV94,辣椒,進口朝天椒,70.1,280,75.0,70.1,65.0
114/11/18,一市,FV0,辣椒,其他,95.0,180,169.9,91.8,29.7
114/11/18,一市,FV1,辣椒,紅小,77.2,625,119.2,75.6,40.1
114/11/18,一市,FV2,辣椒,青小,52.9,524,80.0,54.2,21.9
114/11/18,一市,FV3,辣椒,雞心,285.0,16,337.5,284.4,234.4
114/11/18,一市,FV4,辣椒,朝天椒,83.4,"1,688",103.9,83.9,61.7
114/11/18,一市,FV6,辣椒,糯米椒,105.8,934,153.3,107.3,53.9
114/11/18,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/18,一市,FV91,辣椒,進口,59.3,280,65.0,59.8,52.0
114/11/18,一市,FV91,辣椒,進口紅小,59.3,280,65.0,59.8,52.0
114/11/18,一市,FV94,辣椒,進口,71.2,665,80.0,70.3,65.0
114/11/18,一市,FV94,辣椒,進口朝天椒,71.2,665,80.0,70.3,65.0
114/11/18,二市,FV0,辣椒,其他,77.6,33,130.9,75.1,31.7
114/11/18,二市,FV1,辣椒,紅小,108.4,315,160.5,106.9,61.0
114/11/18,二市,FV2,辣椒,青小,52.3,61,105.0,45.5,20.0
114/11/18,二市,FV3,辣椒,雞心,30.0,3,30.0,30.0,30.0
114/11/18,二市,FV4,辣椒,朝天椒,91.2,"1,231",125.9,97.7,36.9
114/11/18,二市,FV6,辣椒,糯米椒,108.4,182,167.8,110.7,42.0
114/11/18,二市,FV91,辣椒,進口,29.6,420,55.0,29.3,5.0
114/11/18,二市,FV91,辣椒,進口紅小,29.6,420,55.0,29.3,5.0
114/11/18,二市,FV94,辣椒,進口,71.3,350,80.0,69.8,67.0
114/11/18,二市,FV94,辣椒,進口朝天椒,71.3,350,80.0,69.8,67.0
114/11/16,一市,FV0,辣椒,其他,77.0,153,123.6,73.2,41.7
114/11/16,一市,FV1,辣椒,紅小,78.0,"1,100",145.8,71.0,31.1
114/11/16,一市,FV2,辣椒,青小,51.4,435,79.5,50.5,26.0
114/11/16,一市,FV3,辣椒,雞心,351.1,9,370.0,353.7,324.4
114/11/16,一市,FV4,辣椒,朝天椒,84.9,"1,893",105.5,85.6,62.2
114/11/16,一市,FV6,辣椒,糯米椒,82.0,"1,348",116.6,83.9,41.7
114/11/16,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/16,一市,FV91,辣椒,進口,62.6,280,70.0,63.2,53.5
114/11/16,一市,FV91,辣椒,進口紅小,62.6,280,70.0,63.2,53.5
114/11/16,一市,FV94,辣椒,進口,80.4,490,85.0,80.6,75.0
114/11/16,一市,FV94,辣椒,進口朝天椒,80.4,490,85.0,80.6,75.0
114/11/16,二市,FV1,辣椒,紅小,103.4,290,138.1,107.8,55.6
114/11/16,二市,FV2,辣椒,青小,47.3,44,50.0,47.1,45.0
114/11/16,二市,FV3,辣椒,雞心,90.0,1,90.0,90.0,90.0
114/11/16,二市,FV4,辣椒,朝天椒,97.3,899,126.0,96.1,72.3
114/11/16,二市,FV6,辣椒,糯米椒,82.6,346,125.4,76.3,58.9
114/11/16,二市,FV9,辣椒,進口,100.0,30,100.0,100.0,100.0
114/11/16,二市,FV91,辣椒,進口,65.0,140,65.0,65.0,65.0
114/11/16,二市,FV91,辣椒,進口紅小,65.0,140,65.0,65.0,65.0
114/11/16,二市,FV94,辣椒,進口,68.7,490,85.0,75.2,32.9
114/11/16,二市,FV94,辣椒,進口朝天椒,68.7,490,85.0,75.2,32.9
114/11/15,一市,FV0,辣椒,其他,146.9,100,180.0,155.5,88.0
114/11/15,一市,FV1,辣椒,紅小,79.2,"1,361",133.1,74.3,40.4
114/11/15,一市,FV2,辣椒,青小,50.0,410,80.0,47.1,28.8
114/11/15,一市,FV3,辣椒,雞心,312.5,8,320.0,314.2,300.0
114/11/15,一市,FV4,辣椒,朝天椒,94.1,"2,125",115.2,93.9,73.5
114/11/15,一市,FV6,辣椒,糯米椒,88.0,"1,593",137.0,88.3,38.2
114/11/15,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/15,一市,FV91,辣椒,進口,61.7,440,65.0,63.0,54.3
114/11/15,一市,FV91,辣椒,進口紅小,61.7,440,65.0,63.0,54.3
114/11/15,一市,FV94,辣椒,進口,79.8,560,85.0,81.3,70.0
114/11/15,一市,FV94,辣椒,進口朝天椒,79.8,560,85.0,81.3,70.0
114/11/15,二市,FV0,辣椒,其他,120.0,5,120.0,120.0,120.0
114/11/15,二市,FV1,辣椒,紅小,111.5,223,156.1,109.9,71.8
114/11/15,二市,FV2,辣椒,青小,43.0,80,63.1,45.1,16.6
114/11/15,二市,FV4,辣椒,朝天椒,103.7,613,127.7,104.6,77.3
114/11/15,二市,FV6,辣椒,糯米椒,66.6,426,108.2,66.7,24.7
114/11/15,二市,FV9,辣椒,進口,100.0,18,100.0,100.0,100.0
114/11/15,二市,FV91,辣椒,進口,63.5,230,70.0,63.1,58.0
114/11/15,二市,FV91,辣椒,進口紅小,63.5,230,70.0,63.1,58.0
114/11/15,二市,FV94,辣椒,進口,72.3,420,85.0,75.4,50.0
114/11/15,二市,FV94,辣椒,進口朝天椒,72.3,420,85.0,75.4,50.0
114/11/14,一市,FV0,辣椒,其他,148.0,105,221.0,144.1,86.7
114/11/14,一市,FV1,辣椒,紅小,85.2,"1,401",138.4,82.0,41.8
114/11/14,一市,FV2,辣椒,青小,55.9,512,80.6,54.3,36.0
114/11/14,一市,FV3,辣椒,雞心,330.0,18,345.6,334.8,300.0
114/11/14,一市,FV4,辣椒,朝天椒,103.6,"2,390",137.8,100.7,78.0
114/11/14,一市,FV6,辣椒,糯米椒,103.5,"1,272",148.5,102.9,60.3
114/11/14,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/14,一市,FV91,辣椒,進口,60.7,560,70.0,61.1,50.0
114/11/14,一市,FV91,辣椒,進口紅小,60.7,560,70.0,61.1,50.0
114/11/14,一市,FV94,辣椒,進口,69.2,875,85.0,72.5,43.6
114/11/14,一市,FV94,辣椒,進口朝天椒,69.2,875,85.0,72.5,43.6
114/11/14,二市,FV0,辣椒,其他,65.0,10,80.0,71.7,30.0
114/11/14,二市,FV1,辣椒,紅小,82.9,430,149.7,76.2,36.3
114/11/14,二市,FV2,辣椒,青小,42.0,111,57.5,42.5,25.0
114/11/14,二市,FV4,辣椒,朝天椒,91.8,"1,131",113.1,93.6,65.0
114/11/14,二市,FV6,辣椒,糯米椒,92.4,432,110.8,95.0,66.2
114/11/14,二市,FV9,辣椒,進口,100.0,30,100.0,100.0,100.0
114/11/14,二市,FV91,辣椒,進口,54.5,320,55.0,55.0,52.7
114/11/14,二市,FV91,辣椒,進口紅小,54.5,320,55.0,55.0,52.7
114/11/14,二市,FV94,辣椒,進口,75.1,315,85.0,78.6,55.0
114/11/14,二市,FV94,辣椒,進口朝天椒,75.1,315,85.0,78.6,55.0
114/11/12,一市,FV0,辣椒,其他,142.7,22,150.0,150.0,113.6
114/11/12,一市,FV1,辣椒,紅小,103.3,774,153.2,104.2,50.8
114/11/12,一市,FV2,辣椒,青小,54.1,813,82.4,54.8,23.9
114/11/12,一市,FV3,辣椒,雞心,300.0,9,300.0,300.0,300.0
114/11/12,一市,FV4,辣椒,朝天椒,103.6,"1,350",131.8,105.6,69.4
114/11/12,一市,FV6,辣椒,糯米椒,86.2,"1,964",142.3,83.4,38.1
114/11/12,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/12,一市,FV91,辣椒,進口,43.6,371,62.8,50.1,5.0
114/11/12,一市,FV91,辣椒,進口紅小,43.6,371,62.8,50.1,5.0
114/11/12,一市,FV94,辣椒,進口,79.2,420,87.1,82.9,60.0
114/11/12,一市,FV94,辣椒,進口朝天椒,79.2,420,87.1,82.9,60.0
114/11/12,二市,FV0,辣椒,其他,120.0,7,120.0,120.0,120.0
114/11/12,二市,FV1,辣椒,紅小,108.3,302,159.9,114.0,39.9
114/11/12,二市,FV2,辣椒,青小,51.9,92,70.0,51.5,34.8
114/11/12,二市,FV4,辣椒,朝天椒,113.9,815,143.2,116.0,78.2
114/11/12,二市,FV6,辣椒,糯米椒,88.8,572,131.2,92.1,36.3
114/11/12,二市,FV91,辣椒,進口,39.9,245,66.0,42.8,5.0
114/11/12,二市,FV91,辣椒,進口紅小,39.9,245,66.0,42.8,5.0
114/11/12,二市,FV94,辣椒,進口,82.0,280,85.0,81.7,80.0
114/11/12,二市,FV94,辣椒,進口朝天椒,82.0,280,85.0,81.7,80.0
114/11/11,一市,FV0,辣椒,其他,126.7,112,170.0,139.3,45.9
114/11/11,一市,FV1,辣椒,紅小,99.7,901,185.3,89.2,45.6
114/11/11,一市,FV2,辣椒,青小,65.6,905,97.8,64.4,36.9
114/11/11,一市,FV3,辣椒,雞心,287.5,12,300.0,295.8,250.0
114/11/11,一市,FV4,辣椒,朝天椒,116.7,"1,944",152.3,115.3,85.5
114/11/11,一市,FV6,辣椒,糯米椒,93.3,"1,946",160.5,89.4,37.9
114/11/11,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/11,一市,FV94,辣椒,進口,76.9,826,88.8,75.2,70.0
114/11/11,一市,FV94,辣椒,進口朝天椒,76.9,826,88.8,75.2,70.0
114/11/11,二市,FV0,辣椒,其他,112.1,29,130.0,110.1,100.0
114/11/11,二市,FV1,辣椒,紅小,118.6,247,185.8,120.0,47.5
114/11/11,二市,FV2,辣椒,青小,80.7,70,95.0,82.9,60.0
114/11/11,二市,FV4,辣椒,朝天椒,120.1,"1,094",159.5,118.6,85.1
114/11/11,二市,FV6,辣椒,糯米椒,107.6,500,148.5,107.8,65.9
114/11/11,二市,FV9,辣椒,進口,65.2,230,86.1,60.0,60.0
114/11/11,二市,FV94,辣椒,進口,92.0,210,92.0,92.0,92.0
114/11/11,二市,FV94,辣椒,進口朝天椒,92.0,210,92.0,92.0,92.0
114/11/09,一市,FV0,辣椒,其他,158.2,65,240.0,163.5,60.8
114/11/09,一市,FV1,辣椒,紅小,105.0,852,179.1,95.6,58.9
114/11/09,一市,FV2,辣椒,青小,73.6,287,110.0,72.7,39.6
114/11/09,一市,FV3,辣椒,雞心,317.1,7,351.4,311.4,300.0
114/11/09,一市,FV4,辣椒,朝天椒,123.9,"1,267",180.0,120.5,77.8
114/11/09,一市,FV6,辣椒,糯米椒,105.8,"1,348",194.5,94.0,52.4
114/11/09,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/09,一市,FV91,辣椒,進口,63.3,"1,340",71.7,66.5,45.2
114/11/09,一市,FV91,辣椒,進口紅小,63.3,"1,340",71.7,66.5,45.2
114/11/09,一市,FV94,辣椒,進口,82.7,420,90.0,82.8,75.0
114/11/09,一市,FV94,辣椒,進口朝天椒,82.7,420,90.0,82.8,75.0
114/11/09,二市,FV0,辣椒,其他,120.0,4,120.0,120.0,120.0
114/11/09,二市,FV1,辣椒,紅小,104.8,234,170.7,103.3,43.3
114/11/09,二市,FV2,辣椒,青小,31.0,85,62.4,25.0,17.7
114/11/09,二市,FV4,辣椒,朝天椒,126.7,627,167.4,126.8,85.7
114/11/09,二市,FV6,辣椒,糯米椒,103.5,245,136.3,106.3,62.0
114/11/09,二市,FV9,辣椒,進口,60.0,150,60.0,60.0,60.0
114/11/09,二市,FV91,辣椒,進口,51.3,417,58.0,51.8,43.2
114/11/09,二市,FV91,辣椒,進口紅小,51.3,417,58.0,51.8,43.2
114/11/09,二市,FV94,辣椒,進口,90.8,343,100.0,89.7,85.0
114/11/09,二市,FV94,辣椒,進口朝天椒,90.8,343,100.0,89.7,85.0
114/11/08,一市,FV0,辣椒,其他,143.7,60,196.7,160.6,40.0
114/11/08,一市,FV1,辣椒,紅小,87.8,"1,262",147.2,79.9,52.2
114/11/08,一市,FV2,辣椒,青小,66.1,291,86.7,67.3,41.8
114/11/08,一市,FV3,辣椒,雞心,300.0,9,300.0,300.0,300.0
114/11/08,一市,FV4,辣椒,朝天椒,106.2,"1,248",140.0,108.1,66.8
114/11/08,一市,FV6,辣椒,糯米椒,99.6,"1,344",151.0,94.4,63.7
114/11/08,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/08,一市,FV91,辣椒,進口,65.6,895,71.0,67.3,55.0
114/11/08,一市,FV91,辣椒,進口紅小,65.6,895,71.0,67.3,55.0
114/11/08,一市,FV94,辣椒,進口,83.3,480,90.0,86.3,67.5
114/11/08,一市,FV94,辣椒,進口朝天椒,83.3,480,90.0,86.3,67.5
114/11/08,二市,FV0,辣椒,其他,120.0,5,120.0,120.0,120.0
114/11/08,二市,FV1,辣椒,紅小,74.6,302,141.2,68.2,27.4
114/11/08,二市,FV2,辣椒,青小,35.4,107,40.0,38.0,23.1
114/11/08,二市,FV4,辣椒,朝天椒,115.3,793,155.2,114.0,79.2
114/11/08,二市,FV6,辣椒,糯米椒,61.7,312,136.6,51.4,17.5
114/11/08,二市,FV9,辣椒,進口,93.1,145,100.0,100.0,65.5
114/11/08,二市,FV91,辣椒,進口,61.3,345,66.7,61.3,55.9
114/11/08,二市,FV91,辣椒,進口紅小,61.3,345,66.7,61.3,55.9
114/11/08,二市,FV94,辣椒,進口,88.9,375,95.0,89.4,81.0
114/11/08,二市,FV94,辣椒,進口朝天椒,88.9,375,95.0,89.4,81.0
114/11/07,一市,FV0,辣椒,其他,150.1,103,276.9,145.6,36.9
114/11/07,一市,FV1,辣椒,紅小,96.4,899,148.7,93.0,54.4
114/11/07,一市,FV2,辣椒,青小,51.1,529,82.8,51.1,19.5
114/11/07,一市,FV3,辣椒,雞心,300.0,3,300.0,300.0,300.0
114/11/07,一市,FV4,辣椒,朝天椒,123.5,"1,580",151.5,126.7,85.8
114/11/07,一市,FV6,辣椒,糯米椒,113.5,"1,649",148.3,113.4,79.0
114/11/07,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/07,一市,FV91,辣椒,進口,52.4,995,72.9,60.0,9.2
114/11/07,一市,FV91,辣椒,進口紅小,52.4,995,72.9,60.0,9.2
114/11/07,一市,FV94,辣椒,進口,73.4,675,96.8,81.7,25.0
114/11/07,一市,FV94,辣椒,進口朝天椒,73.4,675,96.8,81.7,25.0
114/11/07,二市,FV0,辣椒,其他,40.0,27,93.3,30.6,15.0
114/11/07,二市,FV1,辣椒,紅小,113.9,153,192.2,113.4,37.1
114/11/07,二市,FV2,辣椒,青小,32.8,138,54.5,30.9,16.6
114/11/07,二市,FV3,辣椒,雞心,150.0,4,150.0,150.0,150.0
114/11/07,二市,FV4,辣椒,朝天椒,127.0,627,160.3,126.0,96.5
114/11/07,二市,FV6,辣椒,糯米椒,95.9,281,125.0,99.1,57.2
114/11/07,二市,FV91,辣椒,進口,61.9,475,73.7,63.5,45.3
114/11/07,二市,FV91,辣椒,進口紅小,61.9,475,73.7,63.5,45.3
114/11/07,二市,FV94,辣椒,進口,84.5,405,90.0,85.8,75.0
114/11/07,二市,FV94,辣椒,進口朝天椒,84.5,405,90.0,85.8,75.0
114/11/06,一市,FV0,辣椒,其他,173.6,53,328.3,163.2,50.0
114/11/06,一市,FV1,辣椒,紅小,107.3,646,157.8,100.8,76.2
114/11/06,一市,FV2,辣椒,青小,60.4,495,90.2,61.8,26.5
114/11/06,一市,FV3,辣椒,雞心,430.0,5,430.0,430.0,430.0
114/11/06,一市,FV4,辣椒,朝天椒,139.4,"1,053",178.8,141.9,92.5
114/11/06,一市,FV6,辣椒,糯米椒,110.5,"1,303",157.5,109.8,65.7
114/11/06,一市,FV9,辣椒,進口,90.0,21,90.0,90.0,90.0
114/11/06,一市,FV91,辣椒,進口,61.8,715,83.5,69.5,17.0
114/11/06,一市,FV91,辣椒,進口紅小,61.8,715,83.5,69.5,17.0
114/11/06,一市,FV94,辣椒,進口,76.3,945,97.6,77.5,51.5
114/11/06,一市,FV94,辣椒,進口朝天椒,76.3,945,97.6,77.5,51.5
114/11/06,二市,FV0,辣椒,其他,69.0,19,140.0,58.3,30.0
114/11/06,二市,FV1,辣椒,紅小,93.9,133,168.8,84.3,47.6
